invoiceid;branch;city;customer type;product category;product name;unit price;quantity;tax;total;date;time;payment;cogs;gross margin percentage;gross income;rating
INV-004279;A;Araraquara;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;11.52;1;7.5;11.52;2026-07-20;21:12:43;Cartão de Crédito;8.74;24.13;2.78;4.0
INV-004280;B;Araraquara;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;12.51;1;11.3;12.51;2026-05-23;13:38:48;Cartão de Crédito;7.99;36.13;4.52;4.2
INV-004281;A;Bauru;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;26.98;1;11.3;26.98;2026-07-30;10:40:05;Pix;16.19;39.99;10.79;4.6
INV-004282;A;Jaú;Não Filiada;Analgésicos;Tylenol 750mg 20 comprimidos - Kenvue;23.75;1;9.5;23.75;2026-05-24;17:20:20;Dinheiro;16.85;29.05;6.9;4.1
INV-004283;A;Bauru;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;29.81;1;6.0;29.81;2026-07-21;13:55:14;Pix;16.93;43.21;12.88;4.3
INV-004284;A;Jaú;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;18.4;2;11.3;36.8;2026-07-31;08:47:33;Pix;22.35;39.27;14.45;4.7
INV-004285;C;Araraquara;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;7.56;1;8.0;7.56;2026-06-08;12:15:00;Dinheiro;5.65;25.26;1.91;4.3
INV-004286;C;Jaú;Não Filiada;Gastrointestinais;Eno 100g - Haleon;19.63;2;5.2;39.26;2026-05-03;16:36:33;Pix;29.06;25.98;10.2;3.8
INV-004287;C;São Carlos;Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;30.95;3;11.3;92.85;2026-05-26;10:54:22;Cartão de Crédito;56.22;39.45;36.63;3.9
INV-004288;A;Araraquara;Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;28.27;2;6.0;56.54;2026-05-22;09:07:00;Pix;41.06;27.38;15.48;4.4
INV-004289;C;São Carlos;Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;11.07;2;8.0;22.14;2026-06-28;12:17:22;Dinheiro;14.41;34.91;7.73;4.4
INV-004290;A;Jaú;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;25.8;1;8.0;25.8;2026-05-23;18:24:09;Pix;15.71;39.11;10.09;4.4
INV-004291;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;17.1;2;8.0;34.2;2026-08-08;19:39:44;Dinheiro;21.98;35.73;12.22;4.6
INV-004292;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;10.25;1;5.2;10.25;2026-07-24;13:19:48;Cartão de Crédito;7.67;25.17;2.58;4.7
INV-004293;B;Bauru;Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;14.33;1;9.5;14.33;2026-06-04;12:45:47;Cartão de Débito;9.26;35.38;5.07;5.0
INV-004294;B;Bauru;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;11.7;5;11.3;58.5;2026-07-22;17:06:18;Pix;43.79;25.15;14.71;4.7
INV-004295;A;São Carlos;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;29.94;1;7.5;29.94;2026-05-05;15:06:46;Cartão de Débito;21.98;26.59;7.96;3.7
INV-004296;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;30.44;1;9.5;30.44;2026-05-20;16:34:19;Cartão de Crédito;20.75;31.83;9.69;4.3
INV-004297;B;São Carlos;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;13.52;1;10.2;13.52;2026-06-05;14:09:46;Cartão de Crédito;7.58;43.93;5.94;4.5
INV-004298;A;São Carlos;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;16.29;1;11.3;16.29;2026-07-27;17:40:15;Cartão de Crédito;9.38;42.42;6.91;4.3
INV-004299;A;Jaú;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;23.56;1;11.3;23.56;2026-06-02;14:40:33;Cartão de Crédito;14.63;37.9;8.93;5.0
INV-004300;A;Jaú;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;10.26;3;9.5;30.78;2026-05-04;11:35:47;Pix;18.03;41.42;12.75;4.3
INV-004301;A;Bauru;Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;12.61;1;7.5;12.61;2026-07-17;15:35:33;Cartão de Crédito;8.02;36.4;4.59;4.7
INV-004302;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;16.98;2;5.2;33.96;2026-07-21;17:38:44;Pix;20.82;38.69;13.14;4.6
INV-004303;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.6;1;6.0;11.6;2026-06-17;18:37:41;Pix;7.09;38.88;4.51;5.0
INV-004304;A;Araraquara;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - Eurofarma;24.39;1;8.0;24.39;2026-06-15;11:36:33;Dinheiro;16.18;33.66;8.21;4.1
INV-004305;A;Jaú;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;11.61;1;12.5;11.61;2026-06-10;21:04:51;Cartão de Crédito;7.9;31.96;3.71;5.0
INV-004306;B;São Carlos;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;16.88;2;8.0;33.76;2026-07-10;18:50:53;Pix;20.85;38.24;12.91;4.4
INV-004307;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;22.0;1;8.0;22.0;2026-08-08;12:12:42;Cartão de Crédito;11.6;47.27;10.4;4.6
INV-004308;A;Bauru;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;13.49;1;9.5;13.49;2026-07-20;16:38:29;Pix;7.3;45.89;6.19;3.8
INV-004309;C;Bauru;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;9.4;4;7.5;37.6;2026-08-02;13:02:46;Cartão de Crédito;21.44;42.98;16.16;4.2
INV-004310;A;São Carlos;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;20.34;3;4.5;61.02;2026-07-28;13:13:38;Pix;45.05;26.17;15.97;5.0
INV-004311;A;Bauru;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;13.7;3;6.0;41.1;2026-07-14;21:10:08;Pix;25.34;38.35;15.76;4.6
INV-004312;B;São Carlos;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;6.87;1;7.5;6.87;2026-07-27;09:30:49;Cartão de Crédito;3.99;41.92;2.88;4.9
INV-004313;B;São Carlos;Filiada;Antibióticos;Ciprofloxacino 500mg 14 comprimidos - Medley;28.9;1;11.3;28.9;2026-07-13;15:58:19;Pix;20.17;30.21;8.73;5.0
INV-004314;A;Bauru;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;14.72;2;5.2;29.44;2026-07-20;21:14:34;Pix;15.45;47.52;13.99;4.6
INV-004315;A;Jaú;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;9.45;1;6.0;9.45;2026-05-17;14:37:05;Pix;5.7;39.68;3.75;4.8
INV-004316;A;Jaú;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;16.1;1;9.5;16.1;2026-05-01;19:51:26;Cartão de Crédito;8.66;46.21;7.44;5.0
INV-004317;A;São Carlos;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;30.95;4;8.0;123.8;2026-08-01;22:27:34;Pix;85.98;30.55;37.82;4.4
INV-004318;B;Bauru;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;15.46;1;7.5;15.46;2026-06-14;15:28:47;Cartão de Débito;11.22;27.43;4.24;4.6
INV-004319;A;Bauru;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;36.7;1;10.2;36.7;2026-05-20;18:05:51;Pix;23.12;37.0;13.58;4.6
INV-004320;A;Bauru;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;18.07;1;6.0;18.07;2026-05-28;17:38:06;Pix;12.63;30.11;5.44;5.0
INV-004321;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;14.3;1;8.0;14.3;2026-05-21;12:10:13;Cartão de Crédito;10.02;29.93;4.28;4.0
INV-004322;A;Jaú;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;30.46;2;7.5;60.92;2026-08-09;14:13:27;Pix;33.04;45.76;27.88;5.0
INV-004323;B;São Carlos;Não Filiada;Antibióticos;Ciprofloxacino 500mg 14 comprimidos - Medley;16.81;1;6.0;16.81;2026-07-12;15:15:05;Dinheiro;8.84;47.41;7.97;4.9
INV-004324;C;São Carlos;Não Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;7.06;4;7.5;28.24;2026-07-30;10:06:11;Dinheiro;18.97;32.83;9.27;4.5
INV-004325;C;Bauru;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;10.8;1;4.5;10.8;2026-08-02;14:44:57;Cartão de Crédito;6.15;43.06;4.65;4.2
INV-004326;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;14.72;3;8.0;44.16;2026-05-22;13:38:02;Cartão de Crédito;27.81;37.02;16.35;5.0
INV-004327;A;São Carlos;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;23.19;1;6.0;23.19;2026-06-09;16:48:29;Cartão de Débito;13.69;40.97;9.5;4.7
INV-004328;B;Jaú;Não Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;14.63;3;9.5;43.89;2026-06-17;17:04:51;Cartão de Débito;29.04;33.83;14.85;4.8
INV-004329;A;Jaú;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;48.57;6;9.5;291.42;2026-06-12;21:15:54;Pix;206.82;29.03;84.6;4.6
INV-004330;A;Jaú;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;18.8;1;7.5;18.8;2026-07-26;19:30:12;Cartão de Crédito;12.78;32.02;6.02;4.8
INV-004331;B;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;19.16;1;9.5;19.16;2026-08-03;19:24:49;Pix;11.07;42.22;8.09;4.7
INV-004332;C;Bauru;Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;7.3;2;6.0;14.6;2026-07-02;18:14:52;Pix;8.16;44.11;6.44;4.3
INV-004333;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;10.91;1;7.5;10.91;2026-05-30;12:10:06;Cartão de Débito;6.3;42.25;4.61;3.8
INV-004334;A;Bauru;Não Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;38.23;3;8.0;114.69;2026-07-12;14:58:58;Cartão de Crédito;63.19;44.9;51.5;3.9
INV-004335;B;São Carlos;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;7.39;5;4.5;36.95;2026-05-05;13:18:49;Pix;22.39;39.4;14.56;4.5
INV-004336;A;São Carlos;Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;31.07;1;5.2;31.07;2026-05-27;13:08:37;Cartão de Crédito;18.48;40.52;12.59;4.8
INV-004337;A;Bauru;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;18.04;1;6.0;18.04;2026-06-07;18:13:51;Cartão de Crédito;11.0;39.02;7.04;3.7
INV-004338;A;Jaú;Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;12.01;2;5.2;24.02;2026-08-11;13:49:48;Pix;14.8;38.38;9.22;4.8
INV-004339;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;28.21;1;9.5;28.21;2026-06-04;14:53:14;Cartão de Crédito;20.94;25.77;7.27;4.5
INV-004340;A;Araraquara;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;13.22;3;6.0;39.66;2026-06-18;12:03:42;Cartão de Crédito;29.43;25.79;10.23;5.0
INV-004341;C;Jaú;Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;28.08;1;6.0;28.08;2026-07-25;14:31:11;Pix;19.75;29.67;8.33;4.5
INV-004342;C;Jaú;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;9.63;1;11.3;9.63;2026-05-30;13:01:40;Pix;5.46;43.3;4.17;4.6
INV-004343;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;16.45;1;6.0;16.45;2026-06-23;19:58:42;Cartão de Crédito;12.03;26.87;4.42;4.5
INV-004344;B;Bauru;Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;20.07;1;8.0;20.07;2026-08-12;13:18:45;Cartão de Débito;12.08;39.81;7.99;3.9
INV-004345;B;Jaú;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;16.75;2;9.5;33.5;2026-07-14;17:27:35;Pix;25.02;25.31;8.48;4.7
INV-004346;A;Araraquara;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;11.32;1;6.0;11.32;2026-08-12;08:17:49;Pix;6.28;44.52;5.04;4.2
INV-004347;A;Araraquara;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;8.23;2;4.5;16.46;2026-05-25;09:37:03;Cartão de Débito;10.21;37.97;6.25;4.8
INV-004348;A;Jaú;Não Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;22.94;2;4.5;45.88;2026-08-10;16:21:48;Pix;27.58;39.89;18.3;3.3
INV-004349;A;São Carlos;Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;38.65;1;10.2;38.65;2026-05-12;15:49:27;Cartão de Crédito;23.5;39.2;15.15;4.7
INV-004350;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;18.22;1;8.0;18.22;2026-07-13;14:29:36;Cartão de Crédito;10.46;42.59;7.76;4.1
INV-004351;A;Bauru;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;31.82;1;7.5;31.82;2026-05-12;20:32:50;Cartão de Débito;22.22;30.17;9.6;4.3
INV-004352;A;Araraquara;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;7.7;1;7.5;7.7;2026-05-08;17:55:51;Pix;4.15;46.1;3.55;4.2
INV-004353;A;São Carlos;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;13.29;1;7.5;13.29;2026-06-02;20:34:15;Pix;7.42;44.17;5.87;4.4
INV-004354;C;Bauru;Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;8.5;1;8.0;8.5;2026-05-01;13:47:15;Dinheiro;5.6;34.12;2.9;3.9
INV-004355;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;17.31;6;9.5;103.86;2026-07-18;14:18:38;Dinheiro;57.06;45.06;46.8;3.4
INV-004356;B;Araraquara;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;12.15;2;7.5;24.3;2026-05-29;12:54:54;Cartão de Débito;13.15;45.88;11.15;4.3
INV-004357;A;Araraquara;Não Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;43.48;1;9.5;43.48;2026-06-22;12:43:18;Cartão de Crédito;25.87;40.5;17.61;5.0
INV-004358;A;Bauru;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;22.95;1;11.3;22.95;2026-05-04;12:46:24;Cartão de Crédito;12.55;45.32;10.4;4.3
INV-004359;B;Jaú;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;9.13;2;8.0;18.26;2026-06-07;11:08:25;Cartão de Crédito;12.8;29.9;5.46;4.3
INV-004360;C;Bauru;Não Filiada;Gastrointestinais;Eno 100g - Haleon;17.44;2;7.5;34.88;2026-07-24;12:22:25;Cartão de Crédito;24.6;29.47;10.28;4.8
INV-004361;A;Jaú;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;29.2;3;11.3;87.6;2026-06-06;10:21:45;Pix;65.06;25.73;22.54;4.8
INV-004362;B;Araraquara;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;13.64;1;10.2;13.64;2026-06-10;12:34:36;Pix;9.12;33.14;4.52;4.2
INV-004363;A;São Carlos;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;25.01;2;4.5;50.02;2026-06-04;21:15:22;Dinheiro;32.56;34.91;17.46;5.0
INV-004364;A;Bauru;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;20.23;2;5.2;40.46;2026-06-30;12:06:09;Cartão de Débito;24.71;38.93;15.75;4.4
INV-004365;A;Bauru;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;25.96;1;8.0;25.96;2026-08-04;18:50:44;Pix;14.99;42.26;10.97;4.4
INV-004366;C;Bauru;Não Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;16.75;3;5.2;50.25;2026-06-18;10:04:53;Pix;29.15;41.99;21.1;5.0
INV-004367;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;13.0;3;8.0;39.0;2026-05-30;16:54:05;Cartão de Crédito;21.15;45.77;17.85;4.5
INV-004368;A;Bauru;Não Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;37.15;1;6.0;37.15;2026-07-21;14:09:37;Pix;21.74;41.48;15.41;4.4
INV-004369;A;Bauru;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;42.49;4;11.3;169.96;2026-07-02;20:26:57;Cartão de Débito;97.17;42.83;72.79;4.5
INV-004370;A;Araraquara;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;27.79;2;5.2;55.58;2026-08-13;11:40:09;Cartão de Débito;33.06;40.52;22.52;3.7
INV-004371;A;Jaú;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;49.52;1;10.2;49.52;2026-05-13;15:27:14;Cartão de Crédito;36.98;25.32;12.54;3.9
INV-004372;A;São Carlos;Não Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;32.2;1;6.0;32.2;2026-08-09;11:25:30;Pix;19.57;39.22;12.63;4.5
INV-004373;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;12.34;1;5.2;12.34;2026-05-10;12:53:56;Cartão de Débito;9.08;26.42;3.26;4.0
INV-004374;A;Bauru;Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - Eurofarma;24.6;1;6.0;24.6;2026-05-09;14:51:23;Cartão de Crédito;15.66;36.34;8.94;5.0
INV-004375;A;Jaú;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;17.01;1;6.0;17.01;2026-05-13;18:03:01;Cartão de Crédito;11.21;34.1;5.8;4.7
INV-004376;A;São Carlos;Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;23.28;1;7.5;23.28;2026-05-17;17:01:22;Pix;15.02;35.48;8.26;3.8
INV-004377;A;Bauru;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;10.93;1;8.0;10.93;2026-06-04;16:19:37;Cartão de Crédito;7.53;31.11;3.4;3.8
INV-004378;B;Araraquara;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;15.98;1;7.5;15.98;2026-08-01;13:28:01;Cartão de Débito;9.47;40.74;6.51;4.3
INV-004379;B;São Carlos;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;10.58;1;6.0;10.58;2026-05-07;17:46:15;Pix;5.74;45.75;4.84;4.9
INV-004380;A;Bauru;Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;20.99;3;7.5;62.97;2026-07-09;11:51:46;Cartão de Crédito;36.55;41.96;26.42;4.2
INV-004381;A;Jaú;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;20.7;1;10.2;20.7;2026-06-01;17:55:24;Cartão de Crédito;12.62;39.03;8.08;5.0
INV-004382;A;Bauru;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;24.51;3;8.0;73.53;2026-07-13;15:01:03;Cartão de Crédito;52.89;28.07;20.64;4.5
INV-004383;A;Araraquara;Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;33.9;4;7.5;135.6;2026-07-25;19:43:15;Cartão de Crédito;82.09;39.46;53.51;4.8
INV-004384;A;Bauru;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;34.25;2;5.2;68.5;2026-05-16;16:37:31;Cartão de Débito;40.64;40.67;27.86;4.0
INV-004385;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;10.29;4;9.5;41.16;2026-05-19;10:29:02;Dinheiro;28.09;31.75;13.07;4.2
INV-004386;C;Araraquara;Não Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;9.02;2;9.5;18.04;2026-06-13;12:59:56;Pix;10.77;40.3;7.27;4.8
INV-004387;A;São Carlos;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;23.11;4;9.5;92.44;2026-05-07;10:26:51;Pix;54.44;41.11;38.0;4.9
INV-004388;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;34.28;2;5.2;68.56;2026-05-27;13:47:42;Cartão de Crédito;47.4;30.86;21.16;4.1
INV-004389;A;Bauru;Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;33.71;1;12.5;33.71;2026-06-06;15:44:55;Cartão de Crédito;20.8;38.3;12.91;4.4
INV-004390;B;São Carlos;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;13.36;2;5.2;26.72;2026-06-13;16:10:55;Cartão de Débito;17.27;35.37;9.45;4.2
INV-004391;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.06;2;6.0;16.12;2026-07-29;13:46:11;Cartão de Crédito;11.0;31.76;5.12;4.0
INV-004392;A;São Carlos;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;16.43;2;10.2;32.86;2026-05-16;13:54:03;Cartão de Crédito;21.84;33.54;11.02;4.8
INV-004393;B;Araraquara;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;18.9;6;6.0;113.4;2026-06-26;18:34:12;Pix;77.38;31.76;36.02;4.0
INV-004394;A;Jaú;Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;9.45;1;9.5;9.45;2026-05-10;15:28:40;Dinheiro;6.93;26.67;2.52;3.9
INV-004395;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;10.43;1;5.2;10.43;2026-07-08;10:38:32;Cartão de Crédito;5.65;45.83;4.78;4.1
INV-004396;A;São Carlos;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;14.47;2;6.0;28.94;2026-06-05;13:59:54;Dinheiro;20.76;28.27;8.18;4.0
INV-004397;B;Jaú;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;14.97;2;11.3;29.94;2026-08-08;11:38:56;Cartão de Crédito;22.07;26.29;7.87;4.2
INV-004398;A;Araraquara;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;7.61;1;10.2;7.61;2026-05-31;15:06:47;Pix;5.16;32.19;2.45;4.1
INV-004399;A;São Carlos;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;47.77;1;10.2;47.77;2026-05-10;13:06:12;Cartão de Crédito;26.8;43.9;20.97;3.1
INV-004400;A;São Carlos;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;16.59;2;9.5;33.18;2026-06-20;15:11:39;Dinheiro;21.44;35.38;11.74;4.7
INV-004401;A;Araraquara;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;22.0;4;8.0;88.0;2026-05-03;15:13:01;Dinheiro;55.25;37.22;32.75;4.5
INV-004402;A;Jaú;Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;12.17;1;10.2;12.17;2026-06-15;17:05:33;Dinheiro;7.65;37.14;4.52;4.3
INV-004403;B;Bauru;Não Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;5.48;3;10.2;16.44;2026-07-17;14:06:04;Cartão de Crédito;8.66;47.32;7.78;3.8
INV-004404;C;Jaú;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;10.01;2;11.3;20.02;2026-05-05;16:24:35;Cartão de Débito;14.83;25.92;5.19;3.8
INV-004405;A;Jaú;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;34.22;1;6.0;34.22;2026-08-03;21:49:47;Pix;25.75;24.75;8.47;4.6
INV-004406;A;Araraquara;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;18.12;2;12.5;36.24;2026-07-26;09:06:36;Cartão de Crédito;25.83;28.73;10.41;5.0
INV-004407;B;Araraquara;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;10.57;2;8.0;21.14;2026-05-08;13:18:14;Pix;12.91;38.93;8.23;4.9
INV-004408;A;São Carlos;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;11.83;2;8.0;23.66;2026-05-15;09:03:41;Pix;12.38;47.68;11.28;4.5
INV-004409;A;Bauru;Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;12.39;2;6.0;24.78;2026-07-24;22:15:16;Cartão de Débito;16.08;35.11;8.7;4.0
INV-004410;A;São Carlos;Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;26.78;1;8.0;26.78;2026-06-11;16:05:27;Dinheiro;16.02;40.18;10.76;4.9
INV-004411;A;Bauru;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;9.86;1;7.5;9.86;2026-05-12;10:36:37;Pix;7.29;26.06;2.57;3.9
INV-004412;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;13.43;1;7.5;13.43;2026-06-06;12:49:43;Cartão de Débito;9.34;30.45;4.09;4.5
INV-004413;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;10.64;2;9.5;21.28;2026-06-24;22:03:17;Cartão de Crédito;12.2;42.67;9.08;3.6
INV-004414;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;12.47;2;7.5;24.94;2026-07-16;16:56:21;Pix;13.49;45.91;11.45;5.0
INV-004415;A;São Carlos;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;18.39;1;6.0;18.39;2026-06-28;11:18:48;Cartão de Crédito;10.62;42.25;7.77;3.7
